Company_Name,Category,Object_id,Country,Region,Amount_Raised_USD,Stage,Funded_At
Top Level Domain Holdings,other,c:32626,GBR,London,8658161,venture,2013-05-31
Cella Energy,biotech,c:199702,GBR,London,1150000,other,2013-03-28
WorldStores,ecommerce,c:44681,GBR,Twickenham,15200000,series-c+,2013-06-03
Horizon Discovery,biotech,c:24355,GBR,London,10455235,series-c+,2013-06-03
Tabsys,analytics,c:215519,GBR,unknown,,angel,2013-04-01
YPlan,mobile,c:171887,GBR,London,12000000,series-a,2013-06-04
Flossonic,biotech,c:221432,GBR,Nottingham,192437,private-equity,2013-06-04
Karma Gaming,games_video,c:221458,GBR,Halifax,4000000,series-a,2013-06-04
whoactually,web,c:221715,GBR,London,,angel,2013-01-10
Storage Made Easy,enterprise,c:53607,GBR,Sutton,250000,private-equity,2013-06-05
Sian's Plan,web,c:149682,GBR,London,400000,angel,2013-01-01
Unirisx,software,c:32883,GBR,London,661577,other,2013-03-22
HealthSynch,biotech,c:222132,GBR,London,600000,other,2013-03-22
SocialBro,analytics,c:144778,GBR,London,1800000,series-a,2013-06-06
Starfish 360,web,c:222572,GBR,unknown,333355,angel,2013-06-06
Sitedesk,real_estate,c:222588,GBR,Cheshire,659134,angel,2013-06-06
Microco.sm,web,c:223409,GBR,London,,angel,2013-01-09
Cerus Endovascular,biotech,c:223529,GBR,London,2272877,series-a,2013-06-06
TechPoint,other,c:211728,GBR,SF Bay,4500000,venture,2013-06-07
Fourteen IP,hospitality,c:224451,GBR,Lancashire,757626,angel,2013-06-11
Liquid Bronze,analytics,c:82737,GBR,Manchester,,private-equity,2013-06-11
WorldDesk,enterprise,c:146682,GBR,Belfast,1250000,angel,2013-06-12
PrismaStar,search,c:57828,GBR,London,1996420,series-a,2013-06-10
Aptito,software,c:167158,GBR,Nottingham,400000,angel,2012-05-10
Squirrly,search,c:224871,GBR,London,,angel,2012-09-03
Carbonlights Solutions,cleantech,c:224905,GBR,TBD,151525,private-equity,2013-06-12
Affresol,real_estate,c:224904,GBR,Swansea,209105,private-equity,2013-06-12
iCrossing,public_relations,c:3478,GBR,London,,series-c+,2005-07-12
Nourish,web,c:52791,GBR,Leeds,3000000,series-a,2013-06-13
DueDil,analytics,c:50895,GBR,London,,angel,2011-06-01
Bumble Beez,games_video,c:226740,GBR,London,45458,other,2013-06-14
XO1,biotech,c:226825,GBR,Hertfordshire,11000000,series-a,2013-06-17
Klick2Contact,software,c:227025,GBR,London,,series-a,2011-05-18
Olocode,software,c:227419,GBR,London,454575,angel,2013-06-17
HomeTouch,software,c:228240,GBR,London,,angel,2012-12-01
ERN,analytics,c:73073,GBR,London,1600000,series-a,2013-06-19
UroSens,biotech,c:228307,GBR,London,1136439,angel,2013-06-19
Perfectus Biomed,biotech,c:228315,GBR,Cheshire,151525,angel,2013-06-19
Planet Ivy,news,c:228463,GBR,London,226803,angel,2013-04-03
Cardiff Aviation,other,c:228563,GBR,unknown,2424402,venture,2013-06-18
Mobento,software,c:166214,GBR,London,1666777,series-a,2013-06-19
idio,consulting,c:71891,GBR,London,2350000,series-a,2013-06-20
Lulu,mobile,c:135134,GBR,London,2849997,venture,2013-02-14
Stylechi,ecommerce,c:229013,GBR,London,227288,angel,2013-06-20
Ensygnia,mobile,c:190938,GBR,London,3300000,series-a,2013-06-20
adeven,mobile,c:166403,GBR,London,4300000,series-b,2013-06-20
Peregrine Diamonds,other,c:229367,GBR,unknown,3500000,series-a,2013-06-21
WorldRemit,ecommerce,c:229453,GBR,London,546000,angel,2010-01-01
WorldRemit,ecommerce,c:229453,GBR,London,2143000,venture,2011-01-01
WorldRemit,ecommerce,c:229453,GBR,London,2106000,venture,2013-01-01
Zinc Ahead,biotech,c:229579,GBR,unknown,,private-equity,2013-06-21
iSpye,mobile,c:229838,GBR,Glasgow,,private-equity,2012-09-26
TwoTen,web,c:229909,GBR,unknown,,angel,2012-10-01
Weve,mobile,c:230447,GBR,London,5600000,series-a,2013-06-20
Scientific Digital Imaging (SDI),other,c:230450,GBR,London,1287964,angel,2013-06-21
Paddle (Mobile Payments),mobile,c:230765,GBR,London,,angel,2012-06-20
Shnergle,web,c:230918,GBR,London,,angel,2013-02-28
Morria Biopharmaceuticals,biotech,c:231267,GBR,London,931000,venture,2013-02-01
CellCentric,biotech,c:231281,GBR,London,6515581,venture,2013-06-25
Dovetail,enterprise,c:180629,GBR,London,,private-equity,2011-09-01
VisualDNA,advertising,c:913,GBR,London,10000000,series-c+,2012-01-01
Triptease,web,c:231477,GBR,London,230000,angel,2012-12-31
Procam TV,games_video,c:231512,GBR,London,2727453,series-a,2013-05-27
Lightpoint Medical,medical,c:231514,GBR,London,265169,angel,2013-06-25
BrewDog,hospitality,c:231651,GBR,unknown,4545754,crowdfunding,2013-09-03
CYBERHAWK Innovations,cleantech,c:231744,GBR,Livingston,1894064,series-a,2013-06-24
Showcase,software,c:231893,GBR,United Kingdom - Other,600000,angel,2012-02-01
Inaika,hospitality,c:231969,GBR,United Kingdom - Other,40000,angel,2012-10-30
UltraSoC Technologies,hardware,c:59626,GBR,London,2300000,series-b,2013-06-26
Heptares Therapeutics,biotech,c:33872,GBR,Hertfordshire,21000000,series-b,2013-06-27
XConnect Global Networks,messaging,c:32287,GBR,London,10000000,private-equity,2013-06-26
ChupaMobile,mobile,c:150151,GBR,London,400000,angel,2013-06-27
ChupaMobile,mobile,c:150151,GBR,London,65000,angel,2012-02-01
ARKeX,consulting,c:20048,GBR,London,15000000,private-equity,2013-06-26
Lambert Contracts,other,c:232953,GBR,Paisley,5757955,private-equity,2013-06-28
Golf121,mobile,c:232448,GBR,Hertfordshire,192990,venture,2013-06-27
TransferWise,finance,c:66717,GBR,London,72075,angel,2011-08-01
Bilbus,finance,c:89975,GBR,London,72440,angel,2011-07-01
Flaviar,hospitality,c:233525,GBR,London,514640,angel,2013-07-02
SportStylist.com,ecommerce,c:233641,GBR,London,10000,angel,2013-06-01
Maytech,enterprise,c:234051,GBR,Kent,,venture,2013-07-02
Orange Money /dba EZBOB,finance,c:170036,GBR,London,,series-b,2013-07-01
Nomad Games,games_video,c:234423,GBR,unknown,,private-equity,2013-07-03
ChemistDirect,ecommerce,c:220262,GBR,Oldbury,10000000,venture,2013-07-03
TechPoint,other,c:211728,GBR,SF Bay,1165000,venture,2012-12-20
feedPack,web,c:234127,GBR,London,,angel,2013-07-02
Moni Technologies,mobile,c:234130,GBR,London,,angel,2013-07-02
OP3Nvoice,enterprise,c:234132,GBR,London,,angel,2013-07-02
Peerby,web,c:179230,GBR,TBD,,angel,2013-07-02
Peerby,web,c:179230,GBR,TBD,129160,other,2012-09-24
Peerby,web,c:179230,GBR,TBD,75000,angel,2012-03-01
Peerby,web,c:179230,GBR,TBD,40000,angel,2011-10-01
Ocapo,ecommerce,c:234930,GBR,London,14394889,series-a,2013-07-04
Pouring Pounds,ecommerce,c:234951,GBR,London,750000,angel,2013-07-05
Morria Biopharmaceuticals,biotech,c:231267,GBR,London,1503000,venture,2012-12-12
Arria NLG,analytics,c:235088,GBR,London,40269828,venture,2013-11-14
PlayCanvas,games_video,c:234138,GBR,London,,angel,2013-07-02
QuanTemplate,enterprise,c:234140,GBR,unknown,,angel,2013-07-02
VetCloud,enterprise,c:178902,GBR,London,,angel,2013-07-02
AppLearn,software,c:235469,GBR,London,947032,venture,2013-07-07
HCS Control Systems,other,c:235475,GBR,unknown,12879637,private-equity,2013-07-07
Shazam Entertainment,games_video,c:26023,GBR,London,40000000,venture,2013-07-07
BlikBook,education,c:235523,GBR,London,1300000,angel,2013-07-08
BathEmpire,ecommerce,c:50111,GBR,Coventry,12879637,venture,2013-07-08
Zebit,finance,c:155391,GBR,Middlesex,30000000,other,2013-07-08
Sovex,other,c:235609,GBR,unknown,750000,angel,2013-07-04
Tizaro,ecommerce,c:165994,GBR,London,,angel,2012-06-01
Pure360,advertising,c:57962,GBR,London,15910140,venture,2013-07-10
HealthSynch,biotech,c:222132,GBR,London,325000,other,2012-11-07
Satago,enterprise,c:236956,GBR,London,,angel,2012-01-01
Wauwaa,ecommerce,c:237667,GBR,London,411712,angel,2013-07-15
GrouPAY,software,c:72083,GBR,London,4889463,private-equity,2012-10-23
judo,mobile,c:210404,GBR,London,5000000,series-a,2013-07-15
O3b Networks,enterprise,c:39799,GBR,Saint John,12750000,series-a,2012-10-15
Captify,advertising,c:177480,GBR,London,1818302,series-a,2013-07-15
York Mailing,advertising,c:237745,GBR,unknown,15152514,venture,2013-07-15
NearDesk,,c:202421,GBR,London,134500,angel,2013-03-20
Veeqo,ecommerce,c:198339,GBR,Swansea,120000,angel,2013-05-15
Veeqo,ecommerce,c:198339,GBR,Swansea,30000,angel,2013-03-30
GamesAnalytics,,c:68945,GBR,Edinburgh,1300000,series-a,2013-07-16
Eco Market,ecommerce,c:77478,GBR,London,316640,angel,2011-10-30
Eco Market,ecommerce,c:77478,GBR,London,356000,angel,2013-03-01
Adbrain,,c:232529,GBR,London,1500000,series-a,2013-07-15
payasUgym,search,c:165086,GBR,London,,angel,2011-12-01
payasUgym,search,c:165086,GBR,London,1472545,angel,2013-02-01
Ebuzzing,advertising,c:49235,GBR,London,11000000,other,2013-02-13
Followap,software,c:58020,GBR,London,4500000,other,2006-11-01
myThings,advertising,c:5454,GBR,London,3000000,other,2012-02-01
Warwick Analytics,analytics,c:238719,GBR,United Kingdom - Other,400000,angel,2013-03-01
Shopa,web,c:135356,GBR,London,1400000,angel,2013-06-15
Absynth Biologics,biotech,c:238801,GBR,Sheffield,1287964,angel,2013-07-18
TRData,finance,c:65867,GBR,London,50000,angel,2013-05-14
TRData,finance,c:65867,GBR,London,65000,angel,2012-12-24
TRData,finance,c:65867,GBR,London,110000,angel,2010-07-01
TRData,finance,c:65867,GBR,London,30000,angel,2010-01-01
Audibase,mobile,c:191510,GBR,Caerphilly,,other,2013-07-18
SportPursuit,sports,c:150695,GBR,London,3105188,venture,2013-05-07
Delver Ltd,software,c:238987,GBR,Sheffield,45674,angel,2013-04-22
Twoodo,software,c:239224,GBR,London,19200,angel,2013-04-02
Woodall Nicholson Group,automotive,c:239876,GBR,Bolton,,venture,2013-07-19
IntelliFlo,software,c:239889,GBR,Kingston Upon Thames,,private-equity,2013-07-19
amee,cleantech,c:15217,GBR,London,3000000,other,2012-09-26
Invenias,software,c:240028,GBR,Berkshire,1500000,series-a,2013-07-22
ReNeuron Group,biotech,c:42426,GBR,London,38411624,venture,2013-07-22
ReNeuron Group,biotech,c:42426,GBR,London,11818961,venture,2013-07-22
Locomizer,analytics,c:239388,GBR,Manchester,75763,angel,2013-07-22
7digital,music,c:3563,GBR,London,,venture,2005-09-01
Seeker-Industries,ecommerce,c:239391,GBR,Manchester,80836,angel,2013-01-01
FreeAgent,software,c:2465,GBR,Edinburgh,,series-b,2012-05-01
NaturalMotion,games_video,c:22329,GBR,London,,venture,2006-03-01
TouchLocal,search,c:5244,GBR,London,,venture,2006-11-01
Mediatonic Games,games_video,c:240556,GBR,London,,angel,2010-04-01
Mediatonic Games,games_video,c:240556,GBR,London,,venture,2012-01-01
avocarrot,mobile,c:239383,GBR,London,161671,angel,2013-01-01
Beem,enterprise,c:240583,GBR,London,75763,angel,2013-07-04
Dibbz,mobile,c:239387,GBR,London,161671,angel,2013-01-01
HitMeUp,ecommerce,c:170617,GBR,London,161671,angel,2013-01-01
Locomizer,analytics,c:239388,GBR,Manchester,161671,angel,2013-01-01
Miappi,mobile,c:239389,GBR,United Kingdom - Other,161671,angel,2013-01-01
WhichSocial.com,software,c:239393,GBR,Manchester,161671,angel,2013-01-01
Circle,,c:240867,GBR,Bath,,venture,2008-05-01
WorldStores,ecommerce,c:44681,GBR,Twickenham,,venture,2009-07-01
InterResolve,,c:240888,GBR,London,,venture,2010-04-15
ACHICA,ecommerce,c:67729,GBR,London,,venture,2010-05-01
cloud.IQ,ecommerce,c:186538,GBR,London,378813,angel,2013-07-24
Adzuna,search,c:66239,GBR,London,1514309,series-a,2013-04-01
RealityMine,mobile,c:157624,GBR,Manchester,909151,private-equity,2013-07-24
Wool and the Gang,ecommerce,c:241257,GBR,London,2800000,series-a,2013-07-25
Shhmooze,mobile,c:132868,GBR,Belfast,,angel,2012-12-01
mSeller,mobile,c:241457,GBR,unknown,,angel,2012-01-01
Seedcamp,finance,c:591,GBR,London,,venture,2008-02-01
MonkeyFind,social,c:241494,GBR,Henley-on-Thames,,angel,2012-09-01
LumeJet,hardware,c:51596,GBR,Coventry,378813,other,2013-07-26
Microblr,web,c:241832,GBR,London,,angel,2013-04-01
PolyTherics,biotech,c:43995,GBR,London,20455894,venture,2013-07-26
The Learning Lab,education,c:242404,GBR,unknown,454575,private-equity,2013-07-29
MotorwayBuddy,mobile,c:242411,GBR,Manchester,,angel,2013-06-01
Red Advertising,advertising,c:149949,GBR,Staffordshire,272745,series-c+,2013-07-29
PsychologyOnline,biotech,c:242709,GBR,unknown,757626,venture,2013-07-29
Oxford Genetics,biotech,c:242928,GBR,unknown,227288,angel,2013-07-30
S3Bubble,web,c:243050,GBR,Cardiff,,other,2013-07-30
Scaleogy,design,c:243057,GBR,London,,venture,2013-07-30
Streetlife,social,c:78395,GBR,London,909151,venture,2013-07-31
Instacover,finance,c:221969,GBR,Seattle,763595,angel,2012-07-24
The Sandpit,software,c:81121,GBR,London,,angel,2012-07-01
SoPost,web,c:179393,GBR,London,,angel,2012-12-01
Scancell,biotech,c:244151,GBR,Nottingham,2327975,venture,2004-04-27
Hardide Coatings,,c:244162,GBR,London,2142305,venture,2004-04-15
Protek-dor,,c:244186,GBR,unknown,452336,venture,2004-06-16
g-Nostics,,c:244191,GBR,London,1365871,venture,2004-06-29
Ceros,software,c:143374,GBR,London,1700000,venture,2012-07-20
eeGeo,software,c:164662,GBR,Dundee,4300000,private-equity,2012-07-17
InfoBasis,,c:244254,GBR,London,808154,venture,2004-08-25
Rostima,software,c:45186,GBR,London,1257562,venture,2004-12-21
ERN,analytics,c:73073,GBR,London,1000000,angel,2013-08-02
g-Nostics,,c:244191,GBR,London,468125,venture,2005-01-25
Oxford BioTherapeutics,biotech,c:244439,GBR,Oxon,996524,venture,2005-03-22
Oxitec,biotech,c:149466,GBR,London,2387838,venture,2005-06-08
Scancell,biotech,c:244151,GBR,Nottingham,2283201,venture,2005-05-25
Rostima,software,c:45186,GBR,London,135759,venture,2005-08-15
InfoBasis,,c:244254,GBR,London,962861,venture,2005-10-14
Celoxica,hardware,c:212140,GBR,London,11309602,venture,2005-10-24
SCL,,c:244482,GBR,London,5325912,venture,2005-11-03
g-Nostics,,c:244191,GBR,London,732836,venture,2005-11-08
Rostima,software,c:45186,GBR,London,132663,venture,2005-12-16
Veryan Medical,medical,c:45238,GBR,London,2169971,venture,2005-12-22
Helveta,software,c:38415,GBR,United Kingdom - Other,526787,venture,2006-01-11
Oxford BioTherapeutics,biotech,c:244439,GBR,Oxon,1047079,venture,2006-03-02
Calnex Solutions,hardware,c:244765,GBR,Linlithgow,3030503,series-a,2013-08-02
Blu Wireless Technology,hardware,c:244932,GBR,Bristol,3030503,series-a,2013-09-12
Key Travel,travel,c:245012,GBR,London,13637263,private-equity,2013-08-05
Ad.IQ,,c:245332,GBR,London,2629540,venture,2006-03-06
Branded Reality,advertising,c:242579,GBR,Liverpool,,angel,2013-08-06
Inetec,,c:245365,GBR,unknown,5214245,venture,2006-03-31
hiyalife,web,c:245390,GBR,London,385000,angel,2012-01-01
hiyalife,web,c:245390,GBR,London,65000,angel,2012-06-01
hiyalife,web,c:245390,GBR,London,190000,angel,2013-03-01
Ixchelsis,biotech,c:245403,GBR,unknown,,private-equity,2013-08-06
Flashtalking,advertising,c:245408,GBR,London,,private-equity,2013-08-06
Orlebar Brown,fashion,c:245410,GBR,unknown,12122012,private-equity,2013-08-06
Race Yourself,health,c:244725,GBR,London,7500,angel,2013-06-23
Sphere Medical Holding,hardware,c:139296,GBR,London,10846338,venture,2006-04-04
Rostima,software,c:45186,GBR,London,275630,venture,2006-05-03
Streamline Computing,,c:245706,GBR,Warwick,3370236,venture,2006-10-23
g-Nostics,,c:244191,GBR,London,1080667,venture,2006-11-30
Coco Communications,public_relations,c:46666,GBR,London,8947666,venture,2012-07-05
Ad.IQ,,c:245332,GBR,London,1180918,venture,2006-12-01
Oxford BioTherapeutics,biotech,c:244439,GBR,Oxon,3889598,venture,2007-01-04
Celoxica,hardware,c:212140,GBR,London,5837089,venture,2007-01-06
Forward Talent,web,c:245788,GBR,London,,angel,2012-01-01
TRData,finance,c:65867,GBR,London,100000,angel,2013-07-01
Inetec,,c:245365,GBR,unknown,1965553,venture,2007-03-29
Veryan Medical,medical,c:45238,GBR,London,6234411,venture,2007-07-02
g-Nostics,,c:244191,GBR,London,519828,venture,2007-07-09
Glide Pharma,biotech,c:44099,GBR,London,4632578,venture,2007-08-13
Ad.IQ,,c:245332,GBR,London,1529765,venture,2007-08-20
Oxitec,biotech,c:149466,GBR,London,3099613,venture,2007-10-30
Teepix,,c:245953,GBR,London,1655405,venture,2007-11-14
Microbial Solutions,,c:245960,GBR,London,2341992,venture,2008-01-22
MyBuilder,web,c:21856,GBR,London,350000,angel,2009-09-21
Exosect,biotech,c:246011,GBR,Hampshire,6460582,venture,2008-02-21
Oxonica,cleantech,c:56897,GBR,Haddenham,8420488,venture,2007-12-19
Arieso,mobile,c:22899,GBR,Newbury,5906307,venture,2008-02-05
Rostima,software,c:45186,GBR,London,1411445,venture,2008-03-27
Ad.IQ,,c:245332,GBR,London,1364896,venture,2008-03-28
Sirigen,biotech,c:17358,GBR,London,3933430,venture,2008-04-30
Inetec,,c:245365,GBR,unknown,1752715,venture,2008-05-09
RealRider,web,c:246040,GBR,Tyne,431847,angel,2013-08-08
FarmDrop,ecommerce,c:246103,GBR,London,,angel,2013-08-06
Celoxica,hardware,c:212140,GBR,London,3954831,venture,2008-05-27
Streamline Computing,,c:245706,GBR,Warwick,1775725,venture,2008-05-30
Oxford BioTherapeutics,biotech,c:244439,GBR,Oxon,1303946,venture,2008-08-15
Sphere Medical Holding,hardware,c:139296,GBR,London,11013203,venture,2008-08-26
Rostima,software,c:45186,GBR,London,386333,venture,2008-10-27
Exosect,biotech,c:246011,GBR,Hampshire,2766831,venture,2008-11-25
Rostima,software,c:45186,GBR,London,850609,venture,2008-12-11
Green Biologics,biotech,c:31740,GBR,London,1464244,venture,2009-02-04
Ad.IQ,,c:245332,GBR,London,514798,venture,2009-02-18
Oxford BioTherapeutics,biotech,c:244439,GBR,Oxon,1160668,venture,2009-02-24
Arieso,mobile,c:22899,GBR,Newbury,1396870,venture,2009-03-17
Helveta,software,c:38415,GBR,United Kingdom - Other,293395,venture,2009-04-02
Rostima,software,c:45186,GBR,London,738205,venture,2009-04-03
Sirigen,biotech,c:17358,GBR,London,2480853,venture,2009-05-14
Helveta,software,c:38415,GBR,United Kingdom - Other,2105733,venture,2009-06-05
Sphere Medical Holding,hardware,c:139296,GBR,London,20324,venture,2009-06-23
Rostima,software,c:45186,GBR,London,237346,venture,2009-08-04
Rostima,software,c:45186,GBR,London,1325233,venture,2009-09-14
Inetec,,c:245365,GBR,unknown,216494,venture,2009-12-04
Storemates,web,c:178394,GBR,London,,angel,2013-07-01
SUPENTA,mobile,c:246276,GBR,London,147372,angel,2013-01-06
SUPENTA,mobile,c:246276,GBR,London,31233,angel,2012-08-01
SUPENTA,mobile,c:246276,GBR,London,37572,angel,2013-03-10
SUPENTA,mobile,c:246276,GBR,London,56797,angel,2013-03-15
Ekso Bionics,hardware,c:62448,GBR,London,9069222,venture,2012-06-21
Litbloc,news,c:246582,GBR,London,50000,angel,2013-05-01
StuRents.com,real_estate,c:246718,GBR,London,,series-a,2012-05-15
Exosect,biotech,c:246011,GBR,Hampshire,3223327,venture,2009-12-17
Oxitec,biotech,c:149466,GBR,London,3005153,venture,2009-12-18
Oxford BioTherapeutics,biotech,c:244439,GBR,Oxon,1119924,venture,2010-03-23
Rostima,software,c:45186,GBR,London,,venture,2010-04-01
Sirigen,biotech,c:17358,GBR,London,883621,venture,2010-04-20
Oxford BioTherapeutics,biotech,c:244439,GBR,Oxon,1025067,venture,2010-05-27
Ad.IQ,,c:245332,GBR,London,486677,venture,2010-07-27
Sirigen,biotech,c:17358,GBR,London,478793,venture,2010-08-09
Celoxica,hardware,c:212140,GBR,London,1729682,venture,2010-08-10
Oxford BioTherapeutics,biotech,c:244439,GBR,Oxon,1098450,venture,2010-08-20
Cognia,,c:246906,GBR,London,3224051,venture,2011-06-22
Oxitec,biotech,c:149466,GBR,London,5542270,venture,2011-03-29
MirriAd,advertising,c:42706,GBR,London,814396,venture,2011-04-13
Helveta,software,c:38415,GBR,United Kingdom - Other,4686684,venture,2011-04-14
Celoxica,hardware,c:212140,GBR,London,5085768,venture,2011-05-06
Handmade Mobile Entertainment,social,c:42869,GBR,London,2418120,venture,2011-07-15
PowerOasis,cleantech,c:143755,GBR,Swindon,5706186,venture,2011-07-22
MirriAd,advertising,c:42706,GBR,London,779034,venture,2011-09-30
Sirigen,biotech,c:17358,GBR,London,1175458,venture,2011-10-13
Exosect,biotech,c:246011,GBR,Hampshire,1262643,venture,2011-10-14
Cognia,,c:246906,GBR,London,636036,venture,2011-10-21
Helveta,software,c:38415,GBR,United Kingdom - Other,6427597,venture,2011-11-08
Abundance Generation,finance,c:246951,GBR,London,4545754,crowdfunding,2013-08-12
Exosect,biotech,c:246011,GBR,Hampshire,2231018,venture,2012-01-18
Sirigen,biotech,c:17358,GBR,London,3166647,venture,2012-02-17
PowerOasis,cleantech,c:143755,GBR,Swindon,3823107,venture,2012-02-29
Gazoob,,c:246954,GBR,London,3250876,venture,2012-04-30
Celoxica,hardware,c:212140,GBR,London,1038692,venture,2012-05-08
GigOwl,ecommerce,c:236064,GBR,TBD,,angel,2013-04-22
Green Biologics,biotech,c:31740,GBR,London,5118945,venture,2012-05-16
MirriAd,advertising,c:42706,GBR,London,,venture,2012-07-31
Exosect,biotech,c:246011,GBR,Hampshire,,venture,2012-11-02
Cognia,,c:246906,GBR,London,714557,venture,2012-11-12
PowerOasis,cleantech,c:143755,GBR,Swindon,1169878,venture,2013-02-12
MirriAd,advertising,c:42706,GBR,London,5457478,venture,2013-03-13
Exosect,biotech,c:246011,GBR,Hampshire,3788129,venture,2013-05-28
Helveta,software,c:38415,GBR,United Kingdom - Other,1878912,venture,2013-06-14
Green Biologics,biotech,c:31740,GBR,London,3030503,venture,2013-07-31
Stamplay,web,c:192704,GBR,London,133467,angel,2013-08-01
Stamplay,web,c:192704,GBR,London,64311,angel,2012-08-31
DrEd Online Doctor,web,c:137400,GBR,London,,angel,2012-06-14
WorkTouch,other,c:221183,GBR,unknown,31500,angel,2012-10-01
Bedi OralCare,biotech,c:247594,GBR,Scotland,212135,angel,2013-08-13
Sandwell Community Caring Trust (SCCT),nonprofit,c:247693,GBR,West Midlands,6515581,venture,2013-08-13
Funky Android,software,c:19014,GBR,Paddock Wood,7500,angel,2008-11-01
AppSense,enterprise,c:45001,GBR,Warrington,978783,series-b,2012-06-06
Twoodo,software,c:239224,GBR,London,200000,angel,2013-08-12
4th aspect,software,c:159850,GBR,Sunderland,606101,angel,2013-08-15
Feusd,enterprise,c:166782,GBR,Edinburgh,,other,2012-05-14
Ensygnia,mobile,c:190938,GBR,London,602000,angel,2013-03-30
Ensygnia,mobile,c:190938,GBR,London,904000,angel,2013-04-08
Ensygnia,mobile,c:190938,GBR,London,672000,angel,2012-12-31
Ensygnia,mobile,c:190938,GBR,London,288000,angel,2012-03-31
Ensygnia,mobile,c:190938,GBR,London,688000,angel,2012-01-01
Canonical,,c:47096,GBR,London,10000000,crowdfunding,2013-08-16
Ubuntu,software,c:15321,GBR,London,12800000,crowdfunding,2013-08-22
Dong Energy,cleantech,c:255336,GBR,unknown,1666777,series-a,2013-08-16
Deltasight,analytics,c:83050,GBR,Newcastle,200000,angel,2013-04-01
Lulu,mobile,c:135134,GBR,London,,venture,2013-07-02
Adventoris,software,c:256149,GBR,West Yorkshire,909151,angel,2013-08-19
DNA Dynamics,games_video,c:256178,GBR,Warwickshire,341000,venture,2012-06-28
Lot78,fashion,c:256352,GBR,London,825000,private-equity,2013-08-19
Biofortuna,biotech,c:51060,GBR,Liverpool,1969827,venture,2013-08-16
Abacus e-Media,software,c:20165,GBR,London,3409316,private-equity,2013-08-01
Magnomatics,hardware,c:178347,GBR,Sheffield,1515251,other,2013-08-20
Powa Technologies,web,c:195038,GBR,London,76000000,series-a,2013-08-21
Hug & Co,web,c:256948,GBR,Truro,56822,crowdfunding,2013-08-21
Naked Wines,web,c:256932,GBR,London,10000000,series-c+,2013-08-22
Zealify,other,c:257204,GBR,London,,angel,2013-06-12
TagMan,advertising,c:8214,GBR,London,5000000,venture,2013-08-22
Abcam,biotech,c:83077,GBR,London,76999653,private-equity,2012-04-27
Mandata (Management & Data Services),software,c:257516,GBR,United Kingdom - Other,,private-equity,2013-08-23
Modafirma,other,c:258306,GBR,London,,angel,2012-01-15
VoxPopMe,mobile,c:192751,GBR,Birmingham,,angel,2013-08-01
Xercise4less,health,c:259130,GBR,West Yorkshire,,private-equity,2013-08-27
Ultra Electronics,hardware,c:26452,GBR,United Kingdom - Other,790563,venture,2012-03-19
Arran Aromatics,web,c:259655,GBR,Edinburgh,4242704,private-equity,2013-08-01
Silver Curve,software,c:259670,GBR,London,303050,crowdfunding,2013-08-29
Girl Meets Dress,ecommerce,c:68230,GBR,London,,series-a,2013-08-30
G4S,security,c:40202,GBR,London,541000000,private-equity,2013-08-28
GateMe,ecommerce,c:148975,GBR,London,90000,angel,2012-08-22
Intelligent Fingerprinting,medical,c:260035,GBR,London,3146400,series-a,2012-02-13
MoPowered,mobile,c:260468,GBR,London,700000,series-a,2012-08-30
MoPowered,mobile,c:260468,GBR,London,1800000,series-b,2013-08-30
Ceros,software,c:143374,GBR,London,2250025,venture,2013-08-23
Sooqini,mobile,c:165452,GBR,London,500000,angel,2013-09-02
Unirisx,software,c:32883,GBR,London,11500000,venture,2013-08-22
Inside,messaging,c:2113,GBR,London,405000,other,2013-08-22
Acacia Pharma,biotech,c:72569,GBR,London,23500000,series-b,2013-09-03
Eagle Genomics,biotech,c:74107,GBR,London,1515251,series-a,2013-11-21
Nexmo,mobile,c:73484,GBR,London,330000,series-a,2012-01-30
Desktop Genetics,biotech,c:239335,GBR,London,275000,private-equity,2013-08-31
Desktop Genetics,biotech,c:239335,GBR,London,100000,other,2013-08-31
SwiftKey,enterprise,c:57256,GBR,London,17500000,series-b,2013-09-04
Metafused,other,c:138027,GBR,London,,angel,2013-06-01
Boticca,,c:50667,GBR,London,4000000,series-a,2013-09-05
Boticca,,c:50667,GBR,London,2500000,series-a,2011-05-16
Socialite,web,c:177082,GBR,London,227288,angel,2013-08-12
IndigoVision,enterprise,c:262105,GBR,Edinburgh,,venture,2011-12-16
Clinked,software,c:16915,GBR,Royston,1000000,private-equity,2012-12-31
Microco.sm,web,c:223409,GBR,London,151525,crowdfunding,2013-09-05
WAYN,network_hosting,c:1820,GBR,London,,venture,2012-05-15
silkfred,fashion,c:245838,GBR,London,181830,crowdfunding,2013-10-07
Aridhia Informatics,,c:262262,GBR,Edinburgh,849446,venture,2009-03-01
ARKeX,consulting,c:20048,GBR,London,884242,venture,2005-11-01
ControlCircle,network_hosting,c:20927,GBR,London,9079061,venture,2010-03-16
Deep Casing Tools,hardware,c:200012,GBR,Aberdeen,7866861,venture,2008-05-01
AndrewBurnett.com Ltd,consulting,c:63200,GBR,Edinburgh,,series-a,1974-01-01
Zynstra,software,c:262736,GBR,Bath,225000,angel,2012-03-03
Pow Health,health,c:263039,GBR,London,,angel,2013-01-01
upad,web,c:21165,GBR,London,,angel,2012-01-01
